# LinearChain_N256_E-0.4_c32_PerXYZ128_Solvent_003v010.bfm
# MCS: 31500000
# f0: 1.01
# f: 1.000000075915
# Iteration17
# histogram: [-30001.05 ; 1.05 ; 300021 ]
# 
-749.600000000002	94953.2259674339
-749.2	94953.7307886451
-748.800000000002	94954.2616902191
-748.400000000001	94954.7861192334
-748.000000000003	94955.2994422069
-747.600000000002	94955.8097028537
-747.2	94956.3211028067
-746.800000000002	94956.8476394814
-746.400000000001	94957.366035372
-746.000000000003	94957.8844851394
-745.600000000002	94958.4070693825
-745.2	94958.9088856056
-744.800000000002	94959.4316000713
-744.400000000001	94959.9558292004
-744.000000000003	94960.4586632254
-743.600000000002	94960.9863669192
-743.2	94961.5140809758
-742.800000000002	94962.0176246301
-742.400000000001	94962.5360641699
-742.000000000003	94963.0540236764
-741.600000000002	94963.5718000348
-741.2	94964.0916200202
-740.800000000002	94964.6043560959
-740.400000000001	94965.1233774168
-740.000000000003	94965.6463619561
-739.600000000002	94966.147808651
-739.2	94966.6647573682
-738.800000000002	94967.1754458839
-738.400000000001	94967.6927289361
-738.000000000003	94968.2120391891
-737.600000000002	94968.7162892882
-737.2	94969.2402024803
-736.800000000002	94969.7488979047
-736.400000000001	94970.2601835624
-736.000000000003	94970.7755501212
-735.600000000002	94971.2858576857
-735.2	94971.8026264004
-734.800000000002	94972.3180372451
-734.400000000001	94972.8416503327
-734.000000000003	94973.351147844
-733.600000000002	94973.8701771795
-733.2	94974.388749844
-732.800000000002	94974.9022939114
-732.400000000001	94975.4162967187
-732.000000000003	94975.9340051654
-731.600000000002	94976.4560545246
-731.2	94976.9693862244
-730.800000000002	94977.4899369823
-730.400000000001	94978.0015132043
-730.000000000003	94978.5188605535
-729.600000000002	94979.0373297398
-729.2	94979.5569566163
-728.800000000002	94980.0715994501
-728.400000000001	94980.5877080617
-728.000000000003	94981.1045580628
-727.600000000002	94981.6222257688
-727.2	94982.1361996808
-726.800000000002	94982.6510131336
-726.400000000001	94983.1695192594
-726.000000000003	94983.6801134615
-725.600000000002	94984.1916099759
-725.2	94984.7146070297
-724.800000000002	94985.2301993348
-724.400000000001	94985.7563512953
-724.000000000003	94986.2642906233
-723.600000000002	94986.7762478384
-723.2	94987.2913152642
-722.800000000002	94987.7999375322
-722.400000000001	94988.313674174
-722.000000000003	94988.8220225939
-721.600000000002	94989.348546102
-721.2	94989.8483812883
-720.800000000002	94990.3666110365
-720.400000000001	94990.8845636538
-720.000000000003	94991.3979069158
-719.600000000002	94991.9078557547
-719.2	94992.4158414423
-718.800000000002	94992.9391449844
-718.400000000001	94993.4430783921
-718.000000000003	94993.9665808802
-717.600000000002	94994.4773625725
-717.2	94994.9890794138
-716.800000000002	94995.5015363832
-716.400000000001	94996.006432088
-716.000000000003	94996.5261530763
-715.600000000002	94997.0335157805
-715.2	94997.5509547356
-714.800000000002	94998.0597867144
-714.400000000001	94998.5710493059
-714.000000000003	94999.0835220083
-713.600000000002	94999.5969915575
-713.2	95000.1106746607
-712.800000000002	95000.6308698906
-712.400000000001	95001.1359674651
-712.000000000003	95001.651023752
-711.600000000002	95002.1517672074
-711.2	95002.6660056995
-710.800000000002	95003.1782734635
-710.400000000001	95003.6929629927
-710.000000000003	95004.2046913762
-709.600000000002	95004.716449374
-709.2	95005.2344994356
-708.800000000002	95005.7430870689
-708.400000000001	95006.2582932388
-708.000000000003	95006.7694493211
-707.600000000002	95007.2782581867
-707.2	95007.7912866806
-706.800000000002	95008.2967559168
-706.400000000001	95008.8147932924
-706.000000000003	95009.3331983694
-705.600000000002	95009.8424048096
-705.2	95010.3424421397
-704.800000000002	95010.8618638237
-704.400000000001	95011.3852417962
-704.000000000003	95011.8912774533
-703.600000000002	95012.4015454144
-703.2	95012.9115643325
-702.800000000002	95013.4202456095
-702.400000000001	95013.9361633591
-702.000000000003	95014.4503703003
-701.600000000002	95014.9573113587
-701.2	95015.4667310667
-700.800000000002	95015.9752226086
-700.400000000001	95016.4981826364
-700.000000000003	95017.0049512335
-699.600000000002	95017.5077574335
-699.2	95018.0273759602
-698.800000000002	95018.5472262263
-698.400000000001	95019.0533027803
-698.000000000003	95019.5615285137
-697.600000000002	95020.0689317552
-697.2	95020.5815224212
-696.800000000002	95021.0812165048
-696.400000000001	95021.5891531588
-696.000000000003	95022.0971897903
-695.600000000002	95022.6040836576
-695.2	95023.1169319742
-694.800000000002	95023.6249223731
-694.400000000001	95024.1392510571
-694.000000000003	95024.6452607707
-693.600000000002	95025.1536132553
-693.2	95025.6715781604
-692.800000000002	95026.1774733917
-692.400000000001	95026.6968238611
-692.000000000003	95027.1971124213
-691.600000000002	95027.7109484677
-691.2	95028.2183308385
-690.800000000002	95028.725636323
-690.400000000001	95029.2454103771
-690.000000000003	95029.7518922286
-689.600000000002	95030.2620164286
-689.2	95030.7730251314
-688.800000000002	95031.2773251468
-688.400000000001	95031.7842159251
-688.000000000003	95032.296507201
-687.600000000002	95032.7975781593
-687.2	95033.3106310135
-686.800000000002	95033.8172003498
-686.400000000001	95034.3350800041
-686.000000000003	95034.8321072007
-685.600000000002	95035.3431750936
-685.2	95035.852799721
-684.800000000002	95036.36673308
-684.400000000001	95036.8665494499
-684.000000000003	95037.3814173098
-683.600000000002	95037.8918313649
-683.2	95038.4035085155
-682.800000000002	95038.9056600815
-682.400000000001	95039.4210189709
-682.000000000003	95039.9351045229
-681.600000000002	95040.4402752501
-681.2	95040.9599047895
-680.800000000002	95041.4665149546
-680.400000000001	95041.9782403269
-680.000000000003	95042.4952670465
-679.600000000002	95042.9954432086
-679.2	95043.5072825254
-678.800000000002	95044.0148659975
-678.400000000001	95044.5231448561
-678.000000000003	95045.0346314909
-677.600000000002	95045.5467438905
-677.2	95046.0599778349
-676.800000000002	95046.565442134
-676.400000000001	95047.0704150126
-676.000000000003	95047.5962771448
-675.600000000002	95048.1000834108
-675.2	95048.6166692751
-674.800000000002	95049.1172190996
-674.400000000001	95049.6307694586
-674.000000000003	95050.1527065277
-673.600000000002	95050.6640852713
-673.2	95051.168877895
-672.800000000002	95051.6902095034
-672.400000000001	95052.1913233736
-672.000000000003	95052.7055323268
-671.600000000002	95053.2215528039
-671.2	95053.7351043688
-670.800000000002	95054.2398666454
-670.400000000001	95054.7552892885
-670.000000000003	95055.2634077909
-669.600000000002	95055.7793459922
-669.2	95056.2872944214
-668.800000000002	95056.8008464726
-668.400000000001	95057.3110583399
-668.000000000003	95057.8240065889
-667.600000000002	95058.3406175358
-667.2	95058.847509025
-666.800000000002	95059.3574809538
-666.400000000001	95059.8707284605
-666.000000000003	95060.3940224142
-665.600000000002	95060.9042562687
-665.2	95061.4103698326
-664.800000000002	95061.9200156616
-664.400000000001	95062.4407354951
-664.000000000003	95062.9559257122
-663.600000000002	95063.4660998822
-663.2	95063.9806456213
-662.800000000002	95064.4881080423
-662.400000000001	95064.9980381613
-662.000000000003	95065.5136034507
-661.600000000002	95066.0245156513
-661.2	95066.5380078625
-660.800000000002	95067.0565086725
-660.400000000001	95067.5629195478
-660.000000000003	95068.0821941306
-659.600000000002	95068.5880685854
-659.2	95069.1016482215
-658.800000000002	95069.6150886585
-658.400000000001	95070.1179846991
-658.000000000003	95070.6405941139
-657.600000000002	95071.1524231243
-657.2	95071.6603127283
-656.800000000002	95072.1777658949
-656.400000000001	95072.6863968904
-656.000000000003	95073.1950576433
-655.600000000002	95073.7086334981
-655.2	95074.2243727675
-654.800000000002	95074.7384371324
-654.400000000001	95075.2493915729
