1.000000000000000056e-01 -4.085743511600865077e+03
1.019980399607992166e-01 -4.085633656643844461e+03
1.039960799215984416e-01 -4.085516398782987380e+03
1.059941198823976527e-01 -4.085391110165154714e+03
1.079921598431968777e-01 -4.085257072466243699e+03
1.099901998039960888e-01 -4.085113462181150680e+03
1.119882397647952998e-01 -4.084959332858161360e+03
1.139862797255945248e-01 -4.084793593461379260e+03
1.159843196863937359e-01 -4.084614981789995909e+03
1.179823596471929470e-01 -4.084422031537055318e+03
1.199803996079921720e-01 -4.084213031094880989e+03
1.219784395687913831e-01 -4.083985971556114691e+03
1.239764795295905941e-01 -4.083738480436911232e+03
1.259745194903898191e-01 -4.083467736342395256e+03
1.279725594511890441e-01 -4.083170357923967913e+03
1.299705994119882413e-01 -4.082842257770707420e+03
1.319686393727874663e-01 -4.082478447923766907e+03
1.339666793335866912e-01 -4.082072777882316586e+03
1.359647192943859162e-01 -4.081617577348819395e+03
1.379627592551851134e-01 -4.081103163133008820e+03
1.399607992159843384e-01 -4.080517150495302758e+03
1.419588391767835356e-01 -4.079843480631062903e+03
1.439568791375827606e-01 -4.079061033396394578e+03
1.459549190983819855e-01 -4.078141631238681384e+03
1.479529590591812105e-01 -4.077047147982422302e+03
1.499509990199804077e-01 -4.075725305160895914e+03
1.519490389807796327e-01 -4.074103565233123845e+03
1.539470789415788299e-01 -4.072080340068896930e+03
1.559451189023780548e-01 -4.069512645382440041e+03
1.579431588631772798e-01 -4.066199737546377492e+03
1.599411988239765048e-01 -4.061864179385574062e+03
1.619392387847757020e-01 -4.056137177230707039e+03
1.639372787455749270e-01 -4.048565730217934288e+03
1.659353187063741242e-01 -4.038669857665327072e+03
1.679333586671733491e-01 -4.026062924947905685e+03
1.699313986279725741e-01 -4.010574849888175322e+03
1.719294385887717991e-01 -3.992257839032939501e+03
1.739274785495710240e-01 -3.971314690742236508e+03
1.759255185103702213e-01 -3.948233746806195995e+03
1.779235584711694462e-01 -3.924027550854279525e+03
1.799215984319686434e-01 -3.899794220916005088e+03
1.819196383927678684e-01 -3.875652068458462963e+03
1.839176783535670934e-01 -3.850426818722820826e+03
1.859157183143663183e-01 -3.822738884557072652e+03
1.879137582751655156e-01 -3.792647910846370451e+03
1.899117982359647405e-01 -3.761999806857798831e+03
1.919098381967639377e-01 -3.732582071746101064e+03
1.939078781575631627e-01 -3.704498325601170109e+03
1.959059181183623877e-01 -3.676764533952547481e+03
1.979039580791616126e-01 -3.648851645722419107e+03
1.999019980399608376e-01 -3.621225861208809874e+03
2.019000380007600348e-01 -3.594365412257650860e+03
2.038980779615592598e-01 -3.567696114998952908e+03
2.058961179223584570e-01 -3.539835888194916606e+03
2.078941578831576820e-01 -3.509770047319254445e+03
2.098921978439569069e-01 -3.477789990237400616e+03
2.118902378047561319e-01 -3.445265569440665786e+03
2.138882777655553291e-01 -3.413511042148997603e+03
2.158863177263545541e-01 -3.383029146810056318e+03
2.178843576871537513e-01 -3.353605224999226721e+03
2.198823976479529763e-01 -3.324689149853936215e+03
2.218804376087522012e-01 -3.295557215533432100e+03
2.238784775695514262e-01 -3.265308784573459434e+03
2.258765175303506234e-01 -3.232898354197629942e+03
2.278745574911498484e-01 -3.191900301920234597e+03
2.298725974519490733e-01 -3.082901189687449460e+03
2.318706374127482706e-01 -2.915635552962707152e+03
2.338686773735474955e-01 -2.872206621290052681e+03
2.358667173343467205e-01 -2.866424356273446847e+03
2.378647572951459177e-01 -2.865107265193533749e+03
2.398627972559451427e-01 -2.864298152335418763e+03
2.418608372167443676e-01 -2.863491427728352392e+03
2.438588771775435926e-01 -2.862593333360440283e+03
2.458569171383427898e-01 -2.861565784093586899e+03
2.478549570991420148e-01 -2.860374734997859377e+03
2.498529970599412398e-01 -2.858979415784046068e+03
2.518510370207404092e-01 -2.857327603504315448e+03
2.538490769815396897e-01 -2.855351256872743761e+03
2.558471169423388591e-01 -2.852961299805931048e+03
2.578451569031380841e-01 -2.850041274488357885e+03
2.598431968639373091e-01 -2.846440145426705385e+03
2.618412368247365341e-01 -2.841965486819514808e+03
2.638392767855357590e-01 -2.836380069184729564e+03
2.658373167463349285e-01 -2.829407663124889950e+03
2.678353567071342090e-01 -2.820756791189409796e+03
2.698333966679333784e-01 -2.810170543403159627e+03
2.718314366287326034e-01 -2.797499587758866710e+03
2.738294765895318283e-01 -2.782770889881368475e+03
2.758275165503309978e-01 -2.766203387683088749e+03
2.778255565111302783e-01 -2.748143058740402012e+03
2.798235964719294477e-01 -2.728962603459141519e+03
2.818216364327287282e-01 -2.709020294134955748e+03
2.838196763935278977e-01 -2.688714430151397664e+03
2.858177163543271226e-01 -2.668552665285551029e+03
2.878157563151263476e-01 -2.649127854928881334e+03
2.898137962759255171e-01 -2.630999600364851631e+03
2.918118362367247975e-01 -2.614581514797748241e+03
2.938098761975239670e-01 -2.600103873707186722e+03
2.958079161583231920e-01 -2.587634010511288579e+03
2.978059561191224169e-01 -2.577111423336529242e+03
2.998039960799216419e-01 -2.568381560218533195e+03
3.018020360407208669e-01 -2.561230384660714208e+03
3.038000760015200363e-01 -2.555418988647901642e+03
3.057981159623193168e-01 -2.550712463056810520e+03
3.077961559231184863e-01 -2.546898698110659552e+03
3.097941958839177112e-01 -2.543797068403320736e+03
3.117922358447169362e-01 -2.541259727088091040e+03
3.137902758055161612e-01 -2.539168721133979943e+03
3.157883157663153861e-01 -2.537431390581763026e+03
3.177863557271145556e-01 -2.535975531305928598e+03
3.197843956879138361e-01 -2.534745037450709788e+03
3.217824356487130055e-01 -2.533696272626519203e+03
3.237804756095122305e-01 -2.532795178814539668e+03
3.257785155703114555e-01 -2.532015030268618830e+03
3.277765555311106249e-01 -2.531334710345231542e+03
3.297745954919099054e-01 -2.530737391267367911e+03
3.317726354527090749e-01 -2.530209506309782228e+03
3.337706754135082998e-01 -2.529739902457805329e+03
3.357687153743075248e-01 -2.529319014588977552e+03
3.377667553351067498e-01 -2.528937613335711376e+03
3.397647952959059747e-01 -2.528582081022179409e+03
3.417628352567051442e-01 -2.528192016234047060e+03
3.437608752175044247e-01 -2.527146725129192419e+03
3.457589151783035941e-01 -2.517944663532258346e+03
3.477569551391028191e-01 -2.430697952605346018e+03
3.497549950999020441e-01 -2.185973395653629723e+03
3.517530350607012135e-01 -2.097812272292642319e+03
3.537510750215004940e-01 -2.088276967079161295e+03
3.557491149822996634e-01 -2.087347736915988207e+03
3.577471549430989439e-01 -2.087185539942870491e+03
3.597451949038981134e-01 -2.087094339027714341e+03
3.617432348646973939e-01 -2.087009239359520961e+03
3.637412748254965633e-01 -2.086923177041388044e+03
3.657393147862957328e-01 -2.086835064544684883e+03
3.677373547470950133e-01 -2.086744592151517736e+03
3.697353947078941827e-01 -2.086651587999231197e+03
3.717334346686934632e-01 -2.086555909246072133e+03
3.737314746294926326e-01 -2.086457416077398648e+03
3.757295145902918021e-01 -2.086355963622998843e+03
3.777275545510910826e-01 -2.086251398763061388e+03
