# N             E       lndos(E)        epsilon     c_ges
256.000     -1630.000     -2878.104     -0.400     0.006
256.000     -1630.400     -2879.628     -0.400     0.006
256.000     -1639.600     -2914.987     -0.400     0.006
256.000     -1640.000     -2916.533     -0.400     0.006
256.000     -1640.400     -2918.079     -0.400     0.006
256.000     -1640.800     -2919.628     -0.400     0.006
256.000     -1641.200     -2921.176     -0.400     0.006
256.000     -1641.600     -2922.728     -0.400     0.006
256.000     -1642.000     -2924.276     -0.400     0.006
256.000     -1642.400     -2925.829     -0.400     0.006
256.000     -1639.200     -2913.433     -0.400     0.006
256.000     -1642.800     -2927.379     -0.400     0.006
256.000     -1643.600     -2930.478     -0.400     0.006
256.000     -1644.000     -2932.029     -0.400     0.006
256.000     -1644.400     -2933.583     -0.400     0.006
256.000     -1644.800     -2935.134     -0.400     0.006
256.000     -1645.200     -2936.690     -0.400     0.006
256.000     -1645.600     -2938.240     -0.400     0.006
256.000     -1646.000     -2939.800     -0.400     0.006
256.000     -1646.400     -2941.353     -0.400     0.006
256.000     -1643.200     -2928.930     -0.400     0.006
256.000     -1681.200     -3074.118     -0.400     0.006
256.000     -1638.800     -2911.890     -0.400     0.006
256.000     -1638.000     -2908.804     -0.400     0.006
256.000     -1630.800     -2881.156     -0.400     0.006
256.000     -1631.200     -2882.687     -0.400     0.006
256.000     -1631.600     -2884.217     -0.400     0.006
256.000     -1632.000     -2885.754     -0.400     0.006
256.000     -1632.400     -2887.288     -0.400     0.006
256.000     -1632.800     -2888.826     -0.400     0.006
256.000     -1633.200     -2890.362     -0.400     0.006
256.000     -1633.600     -2891.894     -0.400     0.006
256.000     -1638.400     -2910.347     -0.400     0.006
256.000     -1634.000     -2893.425     -0.400     0.006
256.000     -1634.800     -2896.495     -0.400     0.006
256.000     -1635.200     -2898.031     -0.400     0.006
256.000     -1635.600     -2899.571     -0.400     0.006
256.000     -1636.000     -2901.105     -0.400     0.006
256.000     -1636.400     -2902.645     -0.400     0.006
256.000     -1636.800     -2904.186     -0.400     0.006
256.000     -1637.200     -2905.725     -0.400     0.006
256.000     -1637.600     -2907.264     -0.400     0.006
256.000     -1634.400     -2894.958     -0.400     0.006
256.000     -1681.600     -3075.870     -0.400     0.006
256.000     -1682.000     -3077.623     -0.400     0.006
256.000     -1682.400     -3079.370     -0.400     0.006
256.000     -1726.400     -3277.810     -0.400     0.006
256.000     -1726.800     -3279.663     -0.400     0.006
256.000     -1727.200     -3281.515     -0.400     0.006
256.000     -1727.600     -3283.369     -0.400     0.006
256.000     -1728.000     -3285.214     -0.400     0.006
256.000     -1728.400     -3287.070     -0.400     0.006
256.000     -1728.800     -3288.928     -0.400     0.006
256.000     -1729.200     -3290.784     -0.400     0.006
256.000     -1729.600     -3292.646     -0.400     0.006
256.000     -1730.000     -3294.502     -0.400     0.006
256.000     -1730.400     -3296.371     -0.400     0.006
256.000     -1730.800     -3298.232     -0.400     0.006
256.000     -1731.200     -3300.096     -0.400     0.006
256.000     -1731.600     -3301.956     -0.400     0.006
256.000     -1732.000     -3303.822     -0.400     0.006
256.000     -1732.400     -3305.688     -0.400     0.006
256.000     -1732.800     -3307.554     -0.400     0.006
256.000     -1726.000     -3275.953     -0.400     0.006
256.000     -1725.600     -3274.104     -0.400     0.006
256.000     -1725.200     -3272.251     -0.400     0.006
256.000     -1724.800     -3270.406     -0.400     0.006
256.000     -1717.600     -3237.237     -0.400     0.006
256.000     -1718.000     -3239.080     -0.400     0.006
256.000     -1718.400     -3240.907     -0.400     0.006
256.000     -1718.800     -3242.743     -0.400     0.006
256.000     -1719.200     -3244.579     -0.400     0.006
256.000     -1719.600     -3246.414     -0.400     0.006
256.000     -1720.000     -3248.257     -0.400     0.006
256.000     -1720.400     -3250.090     -0.400     0.006
256.000     -1733.200     -3309.421     -0.400     0.006
256.000     -1720.800     -3251.937     -0.400     0.006
256.000     -1721.600     -3255.624     -0.400     0.006
256.000     -1722.000     -3257.476     -0.400     0.006
256.000     -1722.400     -3259.314     -0.400     0.006
256.000     -1722.800     -3261.165     -0.400     0.006
256.000     -1723.200     -3263.017     -0.400     0.006
256.000     -1723.600     -3264.859     -0.400     0.006
256.000     -1724.000     -3266.709     -0.400     0.006
256.000     -1724.400     -3268.552     -0.400     0.006
256.000     -1721.200     -3253.779     -0.400     0.006
256.000     -1733.600     -3311.291     -0.400     0.006
256.000     -1734.000     -3313.162     -0.400     0.006
256.000     -1734.400     -3315.021     -0.400     0.006
256.000     -1743.600     -3358.288     -0.400     0.006
256.000     -1744.000     -3360.185     -0.400     0.006
256.000     -1744.400     -3362.075     -0.400     0.006
256.000     -1744.800     -3363.972     -0.400     0.006
256.000     -1745.200     -3365.875     -0.400     0.006
256.000     -1745.600     -3367.771     -0.400     0.006
256.000     -1746.000     -3369.668     -0.400     0.006
256.000     -1746.400     -3371.575     -0.400     0.006
256.000     -1743.200     -3356.400     -0.400     0.006
256.000     -1746.800     -3373.480     -0.400     0.006
256.000     -1747.600     -3377.284     -0.400     0.006
256.000     -1748.000     -3379.184     -0.400     0.006
256.000     -1748.400     -3381.088     -0.400     0.006
256.000     -1748.800     -3382.989     -0.400     0.006
256.000     -1749.200     -3384.897     -0.400     0.006
256.000     -1749.600     -3386.800     -0.400     0.006
256.000     -1750.000     -3404.697     -0.400     0.006
256.000     -1750.400     -3406.743     -0.400     0.006
256.000     -1747.200     -3375.379     -0.400     0.006
256.000     -1717.200     -3235.408     -0.400     0.006
256.000     -1742.800     -3354.510     -0.400     0.006
256.000     -1742.000     -3350.725     -0.400     0.006
256.000     -1734.800     -3316.893     -0.400     0.006
256.000     -1735.200     -3318.765     -0.400     0.006
256.000     -1735.600     -3320.640     -0.400     0.006
256.000     -1736.000     -3322.507     -0.400     0.006
256.000     -1736.400     -3324.386     -0.400     0.006
256.000     -1736.800     -3326.261     -0.400     0.006
256.000     -1737.200     -3328.141     -0.400     0.006
256.000     -1737.600     -3330.012     -0.400     0.006
256.000     -1742.400     -3352.615     -0.400     0.006
256.000     -1738.000     -3331.887     -0.400     0.006
256.000     -1738.800     -3335.654     -0.400     0.006
256.000     -1739.200     -3337.534     -0.400     0.006
256.000     -1739.600     -3339.411     -0.400     0.006
256.000     -1740.000     -3341.295     -0.400     0.006
256.000     -1740.400     -3343.175     -0.400     0.006
256.000     -1740.800     -3345.060     -0.400     0.006
256.000     -1741.200     -3346.952     -0.400     0.006
256.000     -1741.600     -3348.842     -0.400     0.006
256.000     -1738.400     -3333.774     -0.400     0.006
256.000     -1889.200     -4177.300     -0.400     0.006
256.000     -1716.800     -3233.570     -0.400     0.006
256.000     -1716.000     -3229.906     -0.400     0.006
256.000     -1691.600     -3120.002     -0.400     0.006
256.000     -1692.000     -3121.780     -0.400     0.006
256.000     -1692.400     -3123.546     -0.400     0.006
256.000     -1692.800     -3125.324     -0.400     0.006
256.000     -1693.200     -3127.101     -0.400     0.006
256.000     -1693.600     -3128.875     -0.400     0.006
256.000     -1694.000     -3130.654     -0.400     0.006
256.000     -1694.400     -3132.430     -0.400     0.006
256.000     -1694.800     -3134.211     -0.400     0.006
256.000     -1695.200     -3135.997     -0.400     0.006
256.000     -1695.600     -3137.779     -0.400     0.006
256.000     -1696.000     -3139.572     -0.400     0.006
256.000     -1696.400     -3141.349     -0.400     0.006
256.000     -1696.800     -3143.135     -0.400     0.006
256.000     -1697.200     -3144.922     -0.400     0.006
256.000     -1697.600     -3146.710     -0.400     0.006
256.000     -1698.000     -3148.496     -0.400     0.006
256.000     -1691.200     -3118.228     -0.400     0.006
256.000     -1690.800     -3116.449     -0.400     0.006
256.000     -1690.400     -3114.673     -0.400     0.006
256.000     -1690.000     -3112.902     -0.400     0.006
256.000     -1682.800     -3081.128     -0.400     0.006
256.000     -1683.200     -3082.882     -0.400     0.006
256.000     -1683.600     -3084.644     -0.400     0.006
256.000     -1684.000     -3086.398     -0.400     0.006
256.000     -1684.400     -3088.163     -0.400     0.006
256.000     -1684.800     -3089.922     -0.400     0.006
256.000     -1685.200     -3091.685     -0.400     0.006
256.000     -1685.600     -3093.447     -0.400     0.006
256.000     -1698.400     -3150.291     -0.400     0.006
256.000     -1686.000     -3095.212     -0.400     0.006
256.000     -1686.800     -3098.740     -0.400     0.006
256.000     -1687.200     -3100.503     -0.400     0.006
256.000     -1687.600     -3102.272     -0.400     0.006
256.000     -1688.000     -3104.044     -0.400     0.006
256.000     -1688.400     -3105.813     -0.400     0.006
256.000     -1688.800     -3107.585     -0.400     0.006
256.000     -1689.200     -3109.350     -0.400     0.006
256.000     -1689.600     -3111.127     -0.400     0.006
256.000     -1686.400     -3096.975     -0.400     0.006
256.000     -1698.800     -3152.086     -0.400     0.006
256.000     -1699.200     -3153.870     -0.400     0.006
256.000     -1699.600     -3155.661     -0.400     0.006
256.000     -1708.800     -3197.111     -0.400     0.006
256.000     -1709.200     -3198.928     -0.400     0.006
256.000     -1709.600     -3200.743     -0.400     0.006
256.000     -1710.000     -3202.559     -0.400     0.006
256.000     -1710.400     -3204.372     -0.400     0.006
256.000     -1710.800     -3206.191     -0.400     0.006
256.000     -1711.200     -3208.005     -0.400     0.006
256.000     -1711.600     -3209.830     -0.400     0.006
256.000     -1708.400     -3195.301     -0.400     0.006
256.000     -1712.000     -3211.652     -0.400     0.006
256.000     -1712.800     -3215.295     -0.400     0.006
256.000     -1713.200     -3217.123     -0.400     0.006
256.000     -1713.600     -3218.943     -0.400     0.006
256.000     -1714.000     -3220.764     -0.400     0.006
256.000     -1714.400     -3222.593     -0.400     0.006
256.000     -1714.800     -3224.419     -0.400     0.006
256.000     -1715.200     -3226.250     -0.400     0.006
256.000     -1715.600     -3228.079     -0.400     0.006
256.000     -1712.400     -3213.483     -0.400     0.006
256.000     -1716.400     -3231.742     -0.400     0.006
256.000     -1708.000     -3193.490     -0.400     0.006
256.000     -1707.200     -3189.869     -0.400     0.006
256.000     -1700.000     -3157.449     -0.400     0.006
256.000     -1700.400     -3159.249     -0.400     0.006
256.000     -1700.800     -3161.035     -0.400     0.006
256.000     -1701.200     -3162.829     -0.400     0.006
256.000     -1701.600     -3164.625     -0.400     0.006
256.000     -1702.000     -3166.419     -0.400     0.006
256.000     -1702.400     -3168.220     -0.400     0.006
256.000     -1702.800     -3170.026     -0.400     0.006
256.000     -1707.600     -3191.678     -0.400     0.006
256.000     -1703.200     -3171.823     -0.400     0.006
256.000     -1704.000     -3175.427     -0.400     0.006
256.000     -1704.400     -3177.232     -0.400     0.006
256.000     -1704.800     -3179.032     -0.400     0.006
256.000     -1705.200     -3180.838     -0.400     0.006
256.000     -1705.600     -3182.635     -0.400     0.006
256.000     -1706.000     -3184.445     -0.400     0.006
256.000     -1706.400     -3186.263     -0.400     0.006
256.000     -1706.800     -3188.062     -0.400     0.006
256.000     -1703.600     -3173.627     -0.400     0.006
256.000     -1889.600     -4179.731     -0.400     0.006
256.000     -1890.000     -4182.166     -0.400     0.006
256.000     -1890.400     -4184.595     -0.400     0.006
256.000     -1977.200     -4809.819     -0.400     0.006
256.000     -1976.800     -4805.966     -0.400     0.006
256.000     -1976.400     -4802.132     -0.400     0.006
256.000     -1976.000     -4798.333     -0.400     0.006
256.000     -1975.600     -4794.416     -0.400     0.006
256.000     -1975.200     -4790.483     -0.400     0.006
256.000     -1974.800     -4786.535     -0.400     0.006
