# 
# registered features: 
# 
# FeatureMoleculesIO
# 	Number of monomers: 90
# 	max connectivity: 7
# FeatureBox
# FeatureBondset<FastBondset>
# FeatureLattice<bool>
# FeatureExcludedVolumeSc<FeatureLattice<bool> >
# 
# not registered features: 
# 
# #!version
# 
# Created by AnalyzerRadiusOfGyration
# file contains time series of average Rg_squared (Rg2) over all analyzed groups
# format: mcs	 Rg2X	 Rg2Y	 Rg2Z	 Rg2Total

100000	226.925	86.3106	63.5828	376.819	
150000	121.791	93.9606	34.8217	250.573	
200000	42.6128	97.6925	153.934	294.24	
250000	84.5443	20.3067	225.605	330.456	
300000	98.0711	53.2	92.2199	243.491	
350000	76.2622	76.6199	101.292	254.175	
400000	26.7017	116.555	332.996	476.253	
450000	22.3611	62.4622	80.3314	165.155	
500000	19.4365	67.0969	84.3032	170.837	
550000	48.1443	85.5191	44.9147	178.578	
600000	303.888	67.9611	19.6717	391.521	
650000	143.103	16.7384	65.1956	225.037	
700000	194.855	47.9328	28.21	270.998	
750000	237.546	51.4554	79.848	368.85	
800000	118.691	38.0895	64.0143	220.795	
850000	228.561	13.7684	29.2717	271.601	
900000	275.952	79.5962	38.8667	394.415	
950000	82.6662	112.657	29.6267	224.95	
1e+06	48.0217	330.709	20.0767	398.808	
1.05e+06	102.827	100.835	22.7017	226.363	
1.1e+06	165.688	35.131	24.9433	225.763	
1.15e+06	160.226	64.6647	48.5402	273.431	
1.2e+06	111.798	126.9	39.1733	277.871	
1.25e+06	106.389	95.0202	20.3551	221.764	
1.3e+06	78.0278	19.331	63.2056	160.564	
1.35e+06	38.9847	140.383	29.531	208.899	
1.4e+06	54.0332	67.3333	79.3136	200.68	
1.45e+06	43.5699	108.887	100.998	253.455	
1.5e+06	39.2795	102.405	134.912	276.597	
1.55e+06	198.379	211.148	23.0844	432.611	
1.6e+06	162.618	25.1221	97.7802	285.52	
1.65e+06	108.602	32.4267	43.3551	184.384	
1.7e+06	76.6291	56.9122	19.29	152.831	
1.75e+06	37.6622	136.588	22.2544	196.504	
1.8e+06	60.1433	169.854	96.4667	326.464	
1.85e+06	53.0456	69.5625	52.4933	175.101	
1.9e+06	60.0056	133.151	34.9902	228.147	
1.95e+06	92.0717	457.915	28.1906	578.177	
2e+06	57.7067	132.441	24.9111	215.058	
2.05e+06	91.1656	63.5665	37.8933	192.625	
2.1e+06	136.759	23.6647	67.6258	228.05	
2.15e+06	128.64	45.3162	96.2747	270.231	
2.2e+06	108.312	29.1877	39.3122	176.812	
2.25e+06	231.854	24.7665	50.2178	306.839	
2.3e+06	241.358	34.0791	139.761	415.198	
2.35e+06	297.029	149.079	29.3611	475.469	
2.4e+06	74.8233	83.7328	32.4544	191.011	
2.45e+06	41.4302	121.84	93.01	256.28	
2.5e+06	89.7289	137.218	25.318	252.265	
2.55e+06	23.4514	86.718	35.7822	145.952	
2.6e+06	90.6599	15.8702	440.691	547.221	
2.65e+06	36.7014	90.4456	137.844	264.991	
2.7e+06	40.0889	68.4747	225.1	333.663	
2.75e+06	76.4736	31.8273	130.992	239.293	
2.8e+06	97.5211	84.3162	24.0351	205.872	
2.85e+06	68.2554	48.0884	39.411	155.755	
2.9e+06	33.931	108.08	67.6884	209.699	
2.95e+06	51.5295	7.13284	143.811	202.473	
3e+06	72.9822	100.235	123.351	296.568	
3.05e+06	57.8678	36.3832	30.5017	124.753	
3.1e+06	95.2178	29.2889	27.894	152.401	
3.15e+06	46.4322	60.9625	60.1254	167.52	
3.2e+06	23.8011	84.1043	28.2425	136.148	
3.25e+06	50.2178	40.3832	66.3433	156.944	
3.3e+06	7.46222	75.8143	68.7754	152.052	
3.35e+06	36.3778	106.267	44.01	186.654	
3.4e+06	53.0421	45.7654	58.6647	157.472	
3.45e+06	102.976	21.4628	15.4691	139.908	
3.5e+06	195.623	66.0258	148.207	409.856	
3.55e+06	130.625	190.675	34.9932	356.293	
3.6e+06	21.4277	133.507	20.2143	175.149	
3.65e+06	60.2721	29.8011	24.4425	114.516	
3.7e+06	102.988	105.874	55.8851	264.746	
3.75e+06	28.481	119.116	39.4291	187.026	
3.8e+06	30.9758	136.385	30.2184	197.579	
3.85e+06	55.7289	51.2489	44.1388	151.117	
3.9e+06	39.3147	37.1389	91.0128	167.466	
3.95e+06	31.2925	74.5067	100.668	206.467	
4e+06	46.5606	24.2777	88.8969	159.735	
4.05e+06	29.1517	125.998	228.99	384.14	
4.1e+06	11.9656	61.8006	70.3477	144.114	
4.15e+06	23.69	136.499	114.249	274.438	
4.2e+06	38.4499	51.4544	155.544	245.449	
4.25e+06	162.553	75.4044	158.168	396.126	
4.3e+06	89.5773	58.4851	63.6199	211.682	
4.35e+06	220.674	12.2588	67.081	300.013	
4.4e+06	51.2406	93.1877	62.5995	207.028	
4.45e+06	193.05	193.112	24.2999	410.462	
4.5e+06	59.1289	18.0999	16.1254	93.3542	
4.55e+06	120.121	119.811	54.7254	294.657	
4.6e+06	223.872	23.6273	35.4202	282.919	
4.65e+06	43.4711	169.173	49.3536	261.998	
4.7e+06	140.74	60.918	19.7733	221.432	
4.75e+06	228.166	206.746	41.9733	476.885	
4.8e+06	121.804	38.49	49.5665	209.861	
4.85e+06	72.9088	94.0943	50.411	217.414	
4.9e+06	23.568	69.3921	77.0125	169.973	
4.95e+06	41.24	97.9758	24.4036	163.619	
5e+06	19.6069	58.1106	85.1699	162.887	
5.05e+06	49.374	220.266	46.1728	315.813	
5.1e+06	202.738	19.8944	53.7888	276.422	
5.15e+06	142.823	59.3665	36.6202	238.81	
5.2e+06	63.9822	55.2525	87.9665	207.201	
5.25e+06	14.44	128.457	64.76	207.657	
5.3e+06	63.7977	40.8711	20.768	125.437	
5.35e+06	46.284	22.6884	96.8643	165.837	
5.4e+06	89.3888	33.8051	205.814	329.008	
5.45e+06	65.0421	69.9956	59.1833	194.221	
5.5e+06	96.0989	80.9389	62.011	239.049	
5.55e+06	58.5344	35.3551	67.3402	161.23	
5.6e+06	24.0178	69.1073	45.2011	138.326	
5.65e+06	42.8933	44.0499	81.9162	168.859	
5.7e+06	125.389	81.1956	35.2988	241.883	
5.75e+06	94.8647	411.359	33.9443	540.168	
5.8e+06	10.6233	106.649	73.3314	190.604	
5.85e+06	53.5147	56.5088	31.0451	141.069	
5.9e+06	54.9728	82.4143	36.4999	173.887	
5.95e+06	55.5402	44.6989	66.6406	166.88	
6e+06	95.7389	75.9778	180.103	351.82	
6.05e+06	34.8662	72.4588	78.398	185.723	
6.1e+06	47.5684	82.1254	56.7358	186.43	
6.15e+06	58.4647	58.1921	72.2865	188.943	
6.2e+06	46.7165	26.6178	261.961	335.295	
6.25e+06	51.8999	28.84	64.7832	145.523	
6.3e+06	45.7684	50.21	56.9106	152.889	
6.35e+06	219.43	43.8273	15.6662	278.924	
6.4e+06	117.938	27.9699	33.7378	179.645	
6.45e+06	37.2154	100.301	47.7067	185.223	
6.5e+06	57.8202	212.983	32.1221	302.926	
6.55e+06	49.6599	86.2884	20.1344	156.083	
6.6e+06	74.5017	319.451	26.171	420.124	
6.65e+06	79.8988	322.804	69.0765	471.78	
6.7e+06	36.8736	180.144	51.2958	268.314	
6.75e+06	89.0721	130.321	33.6125	253.006	
6.8e+06	34.558	31.8056	81.0054	147.369	
6.85e+06	83.2765	95.4178	97.2267	275.921	
6.9e+06	145.423	41.5167	32.7067	219.647	
6.95e+06	333.533	39.8702	71.7878	445.191	
7e+06	283.561	50.2036	101.906	435.67	
7.05e+06	175.144	31.9656	223.446	430.555	
7.1e+06	94.2925	83.2228	168.583	346.098	
7.15e+06	100.182	68.6291	351.269	520.08	
7.2e+06	152.865	90.8628	447.646	691.373	
7.25e+06	36.048	182.666	95.5951	314.309	
7.3e+06	36.1606	91.281	25.0925	152.534	
7.35e+06	137.884	137.069	71.8469	346.8	
7.4e+06	47.9789	45.3532	26.7111	120.043	
7.45e+06	129.721	81.44	53.1032	264.264	
7.5e+06	307.62	158.183	25.0233	490.826	
7.55e+06	81.7091	196.518	61.5402	339.767	
7.6e+06	97.9156	152.442	54.6421	305	
7.65e+06	20.8499	68.6258	37.3625	126.838	
7.7e+06	112.917	60.4258	99.1162	272.459	
7.75e+06	202.383	77.8865	111.468	391.738	
7.8e+06	275.674	28.094	37.9344	341.702	
7.85e+06	420.515	116.6	35.894	573.008	
7.9e+06	115.738	118.54	72.7906	307.069	
7.95e+06	155.294	55.134	142.79	353.219	
8e+06	155.064	45.7511	109.196	310.011	
8.05e+06	37.2736	115.827	143.788	296.888	
8.1e+06	30.1295	120.773	137.632	288.535	
8.15e+06	76.4125	131.865	67.1906	275.468	
8.2e+06	54.8154	19.444	153.266	227.526	
8.25e+06	54.8617	30.0628	284.759	369.684	
8.3e+06	90.6425	26.1511	150.715	267.508	
8.35e+06	188.606	50.4351	22.9506	261.991	
8.4e+06	42.5665	24.5567	83.1814	150.305	
8.45e+06	34.6925	158.124	155.699	348.515	
8.5e+06	57.4622	430.82	23.734	512.016	
8.55e+06	50.4588	98.4011	37.0662	185.926	
8.6e+06	119.748	6.85444	40.7778	167.38	
8.65e+06	156.607	146.953	25.0765	328.637	
8.7e+06	67.6365	73.7733	116.207	257.617	
8.75e+06	75.3043	27.5684	58.0643	160.937	
8.8e+06	29.244	142.692	27.248	199.184	
8.85e+06	30.1847	52.4999	100.601	183.286	
8.9e+06	40.9758	163.188	129.485	333.649	
8.95e+06	14.8643	22.2989	131.632	168.795	
9e+06	16.0036	36.0989	67.6025	119.705	
9.05e+06	43.7888	25.6322	309.657	379.078	
9.1e+06	28.6989	50.684	62.1506	141.533	
9.15e+06	26.2	135.442	29.01	190.652	
9.2e+06	104.951	311.694	47.8544	464.5	
9.25e+06	15.0322	92.1814	51.9162	159.13	
9.3e+06	32.2721	225.05	76.1606	333.483	
9.35e+06	14.8943	183.166	60.4667	258.527	
9.4e+06	21.5147	136.489	93.1106	251.114	
9.45e+06	146.761	66.9832	134.511	348.254	
9.5e+06	170.208	61.8569	105.622	337.687	
9.55e+06	73.4044	119.768	101.423	294.596	
9.6e+06	62.9562	118.894	30.2278	212.078	
9.65e+06	37.0717	333.64	37.7111	408.423	
9.7e+06	68.2499	119.496	27.1878	214.933	
9.75e+06	59.2406	81.1265	36.1167	176.484	
9.8e+06	128.066	79.8884	51.1754	259.13	
9.85e+06	67.7506	83.2765	32.2143	183.241	
9.9e+06	49.1506	203.731	93.5402	346.422	
9.95e+06	33.2321	197.89	40.4717	271.594	
1e+07	66.7995	232.228	39.398	338.425	
1.005e+07	57.3017	93.5511	8.86778	159.721	
1.01e+07	178.525	110.28	52.6711	341.476	
1.015e+07	259.36	248.191	29.8617	537.412	
1.02e+07	257.078	60.9951	25.6777	343.75	
1.025e+07	92.21	80.2054	15.3147	187.73	
1.03e+07	36.5091	136.871	18.6914	192.072	
1.035e+07	27.1789	44.5289	59.611	131.319	
1.04e+07	35.6514	56.1156	84.8128	176.58	
1.045e+07	100.981	75.0622	34.1567	210.2	
1.05e+07	50.21	21.3314	52.3289	123.87	
1.055e+07	54.518	41.9833	42.7536	139.255	
1.06e+07	39.2054	101.516	56.1106	196.832	
1.065e+07	42.7328	39.9344	79.2277	161.895	
1.07e+07	105.457	33.0143	87.6958	226.167	
1.075e+07	102.17	163.893	36.5511	302.614	
1.08e+07	137.018	111.158	168.611	416.787	
1.085e+07	219.946	36.7606	27.2267	283.933	
1.09e+07	163.077	16.9784	62.3289	242.384	
1.095e+07	152.971	35.6989	37.0365	225.706	
1.1e+07	80.5344	44.4569	23.9162	148.908	
1.105e+07	22.7389	12.1878	55.9902	90.9169	
1.11e+07	140.541	65.3122	71.6943	277.548	
1.115e+07	81.4925	90.8791	64.4989	236.87	
1.12e+07	215.176	21.2233	131.267	367.666	
1.125e+07	215.746	26.1847	20.408	262.339	
1.13e+07	32.9147	60.7517	61.3162	154.983	
1.135e+07	11.1254	247.08	49.8554	308.06	
1.14e+07	49.5088	141.737	25.1833	216.429	
1.145e+07	137.487	68.5956	69.0943	275.176	
1.15e+07	132.489	144.69	75.4925	352.671	
1.155e+07	60.8395	343.989	69.6736	474.502	
1.16e+07	20.6395	267.731	73.8617	362.233	
1.165e+07	19.9511	81.0869	97.8844	198.922	
1.17e+07	95.0178	44.6925	20.1606	159.871	
1.175e+07	107.16	61.4622	298.405	467.028	
1.18e+07	103.388	26.3167	340.383	470.088	
1.185e+07	34.6125	90.3778	61.7532	186.743	
1.19e+07	202.714	22.8069	52.0889	277.609	
1.195e+07	341.157	24.6662	23.2178	389.041	
1.2e+07	396.69	22.8795	23.3254	442.895	
1.205e+07	135.151	36.0543	26.5733	197.779	
1.21e+07	44.5014	49.5014	57.9665	151.969	
1.215e+07	87.8678	96.7443	41.9136	226.526	
1.22e+07	152.375	167.893	97.9878	418.257	
1.225e+07	27.6989	311.04	40.811	379.55	
1.23e+07	45.3733	27.6999	178.022	251.095	
1.235e+07	54.6747	39.4667	134.139	228.28	
1.24e+07	66.1822	35.1378	58.6943	160.014	
1.245e+07	75.7754	71.5951	49.5833	196.954	
1.25e+07	109.533	89.2128	36.2321	234.978	
1.255e+07	104.112	73.6291	116.242	293.983	
1.26e+07	52.2258	185.432	50.4069	288.065	
1.265e+07	165.487	28.3789	98.5511	292.417	
1.27e+07	215.838	20.3878	37.5067	273.732	
1.275e+07	210.242	40.5432	15.5458	266.331	
1.28e+07	127.93	82.3684	23.8989	234.197	
1.285e+07	75.7822	113.05	29.1462	217.978	
1.29e+07	22.8544	77.6202	30.3822	130.857	
1.295e+07	30.0069	33.9388	65.4554	129.401	
1.3e+07	40.3606	188.427	49.4691	278.256	
1.305e+07	32.6525	86.7532	30.0036	149.409	
1.31e+07	30.1458	118.754	41.0777	189.977	
1.315e+07	57.7014	56.8006	100.094	214.596	
1.32e+07	175.646	55.5147	154.188	385.348	
1.325e+07	52.1147	40.0889	142.757	234.96	
1.33e+07	222.604	68.6791	80.411	371.694	
1.335e+07	296.541	16.6711	45.6569	358.869	
1.34e+07	197.05	22.611	46.7136	266.374	
1.345e+07	165.717	29.8777	32.0365	227.631	
1.35e+07	146.555	21.9778	125.966	294.498	
1.355e+07	198.978	50.2599	67.7254	316.964	
1.36e+07	614.079	41.7858	70.96	726.825	
1.365e+07	406.027	9.22914	68.4525	483.708	
1.37e+07	153.615	66.0278	43.9511	263.594	
1.375e+07	150.783	37.2628	43.0444	231.09	
1.38e+07	134.652	85.2051	43.1111	262.969	
1.385e+07	76.1388	211.353	48.8233	336.315	
1.39e+07	41.4054	28.9778	105.755	176.138	
1.395e+07	23.2444	28.5443	96.2456	148.034	
1.4e+07	25.1433	46.5828	80.3728	152.099	
1.405e+07	21.1106	62.8044	154.396	238.311	
1.41e+07	135.804	86.6989	52.5402	275.044	
1.415e+07	26.9822	153.028	110.404	290.414	
1.42e+07	35.481	177.249	31.7344	244.464	
1.425e+07	42.368	54.3211	49.3136	146.003	
1.43e+07	44.6184	32.4844	90.8184	167.921	
1.435e+07	140.696	28.2	210.246	379.141	
1.44e+07	15.894	114.227	220.179	350.3	
1.445e+07	18.7814	138.684	46.3111	203.776	
1.45e+07	83.5458	188.062	21.3477	292.956	
1.455e+07	18.1162	58.8406	44.4184	121.375	
1.46e+07	106.146	44.7921	68.5328	219.471	
1.465e+07	40.4622	52.9389	67.49	160.891	
1.47e+07	47.4662	82.5314	63.7443	193.742	
1.475e+07	112.408	125.143	39.2332	276.785	
1.48e+07	63.5378	256.685	20.9536	341.176	
1.485e+07	191.796	203.088	15.2821	410.167	
1.49e+07	16.1433	484.272	106.5	606.915	
1.495e+07	33.211	186.874	14.4051	234.49	
1.5e+07	66.4795	247.262	19.0054	332.747	
1.505e+07	26.7511	126.173	23.094	176.018	
1.51e+07	42.3265	34.96	52.121	129.408	
1.515e+07	52.5295	34.6406	75.9832	163.153	
1.52e+07	119.635	60.761	89.8228	270.219	
1.525e+07	42.56	40.0322	48.924	131.516	
1.53e+07	85.161	91.8573	23.6173	200.636	
1.535e+07	23.3847	38.7877	145.454	207.627	
1.54e+07	62.44	41.281	113.321	217.042	
1.545e+07	37.9156	43.4895	40.8044	122.21	
1.55e+07	52.2217	49.0011	112.275	213.498	
1.555e+07	270.841	43.1802	145.054	459.075	
1.56e+07	51.3433	91.9289	116.825	260.097	
1.565e+07	48.7191	76.398	41.1567	166.274	
1.57e+07	29.4721	50.8889	64.0332	144.394	
1.575e+07	86.7211	54.7378	120.361	261.82	
1.58e+07	72.6999	21.2643	54.3443	148.309	
1.585e+07	99.1733	31.1532	81.4322	211.759	
1.59e+07	148.42	29.7062	183.201	361.328	
1.595e+07	131.842	71.24	106.255	309.338	
1.6e+07	52.6667	25.0125	21.1902	98.8694	
1.605e+07	62.094	156.079	59.6128	277.786	
1.61e+07	26.6178	56.1389	64.3333	147.09	
1.615e+07	14.5656	77.8322	96.1773	188.575	
1.62e+07	113.321	78.8051	86.5802	278.706	
1.625e+07	72.9289	40.4321	83.7932	197.154	
1.63e+07	85.6914	22.294	28.5254	136.511	
1.635e+07	163.966	15.6791	107.783	287.428	
1.64e+07	76.4054	55.1511	42.4143	173.971	
1.645e+07	237.375	121.183	51.0178	409.576	
1.65e+07	109.773	53.7167	53.0777	216.568	
1.655e+07	102.467	101.901	43.5106	247.879	
1.66e+07	87.2628	78.2178	39.4711	204.952	
1.665e+07	44.8925	130.623	40.2499	215.766	
1.67e+07	22.0647	106.8	62.7384	191.603	
1.675e+07	26.9733	134.879	37.8717	199.724	
1.68e+07	65.2851	97.9567	24.2514	187.493	
1.685e+07	105.166	78.561	30.6889	214.415	
1.69e+07	75.368	35.2184	87.0322	197.619	
1.695e+07	40.1344	16.0365	39.8202	95.9912	
1.7e+07	34.6622	86.2777	52.8944	173.834	
