# N            cv(T)    epsilon
512.000     1645.690     -0.340
512.000     0.596     -0.020
512.000     3331.270     -0.440
512.000     3698.490     -0.660
512.000     4737.140     -0.480
512.000     178.775     -0.200
512.000     4817.840     -0.680
512.000     3881.110     -0.720
512.000     2.587     -0.040
512.000     0.144     -0.010
512.000     117.853     -0.180
512.000     34.249     -0.120
512.000     1439.430     -0.360
512.000     3789.800     -0.800
512.000     5823.960     -0.420
512.000     5664.180     -0.760
512.000     9828.290     -0.500
512.000     3734.930     -0.740
512.000     9544.160     -0.560
512.000     524.854     -0.240
512.000     52.714     -0.140
512.000     78.871     -0.160
512.000     6.370     -0.060
512.000     3532.870     -0.460
512.000     3392.150     -0.280
512.000     1297.840     -0.400
512.000     1080.840     -0.600
512.000     2320.770     -0.380
512.000     21.426     -0.100
512.000     1116.070     -0.580
512.000     4594.630     -0.780
512.000     7068.270     -0.540
512.000     12.438     -0.080
512.000     3167.840     -0.620
512.000     7514.250     -1.000
512.000     6946.270     -0.520
512.000     2829.940     -0.320
512.000     3703.200     -0.640
512.000     3465.900     -0.300
