# N            T      Rg2(T)    epsilon
32.000     5.004     68.024     -0.400
32.000     6.677     69.739     -0.400
32.000     6.675     69.737     -0.400
32.000     6.673     69.736     -0.400
32.000     6.671     69.734     -0.400
32.000     6.669     69.733     -0.400
32.000     6.667     69.731     -0.400
32.000     6.665     69.730     -0.400
32.000     6.663     69.728     -0.400
32.000     6.661     69.727     -0.400
32.000     6.659     69.725     -0.400
32.000     6.657     69.724     -0.400
32.000     6.655     69.722     -0.400
32.000     6.653     69.721     -0.400
32.000     6.651     69.719     -0.400
32.000     6.649     69.718     -0.400
32.000     6.679     69.740     -0.400
32.000     6.681     69.742     -0.400
32.000     6.683     69.743     -0.400
32.000     6.685     69.745     -0.400
32.000     6.717     69.768     -0.400
32.000     6.715     69.767     -0.400
32.000     6.713     69.765     -0.400
32.000     6.711     69.764     -0.400
32.000     6.709     69.762     -0.400
32.000     6.707     69.761     -0.400
32.000     6.705     69.759     -0.400
32.000     6.647     69.716     -0.400
32.000     6.703     69.758     -0.400
32.000     6.699     69.755     -0.400
32.000     6.697     69.754     -0.400
32.000     6.695     69.752     -0.400
32.000     6.693     69.751     -0.400
32.000     6.691     69.749     -0.400
32.000     6.689     69.748     -0.400
32.000     6.687     69.746     -0.400
32.000     6.701     69.756     -0.400
32.000     6.719     69.770     -0.400
32.000     6.645     69.715     -0.400
32.000     6.641     69.712     -0.400
32.000     6.599     69.680     -0.400
32.000     6.597     69.679     -0.400
32.000     6.595     69.677     -0.400
32.000     6.593     69.676     -0.400
32.000     6.591     69.674     -0.400
32.000     6.589     69.673     -0.400
32.000     6.587     69.671     -0.400
32.000     6.585     69.669     -0.400
32.000     6.583     69.668     -0.400
32.000     6.581     69.666     -0.400
32.000     6.579     69.665     -0.400
32.000     6.577     69.663     -0.400
32.000     6.575     69.662     -0.400
32.000     6.573     69.660     -0.400
32.000     6.571     69.659     -0.400
32.000     6.601     69.682     -0.400
32.000     6.603     69.683     -0.400
32.000     6.605     69.685     -0.400
32.000     6.607     69.686     -0.400
32.000     6.639     69.710     -0.400
32.000     6.637     69.709     -0.400
32.000     6.635     69.707     -0.400
32.000     6.633     69.706     -0.400
32.000     6.631     69.704     -0.400
32.000     6.629     69.703     -0.400
32.000     6.627     69.701     -0.400
32.000     6.643     69.713     -0.400
32.000     6.625     69.700     -0.400
32.000     6.621     69.697     -0.400
32.000     6.619     69.695     -0.400
32.000     6.617     69.694     -0.400
32.000     6.615     69.692     -0.400
32.000     6.613     69.691     -0.400
32.000     6.611     69.689     -0.400
32.000     6.609     69.688     -0.400
32.000     6.623     69.698     -0.400
32.000     6.569     69.657     -0.400
32.000     6.721     69.771     -0.400
32.000     6.725     69.774     -0.400
32.000     6.833     69.851     -0.400
32.000     6.831     69.850     -0.400
32.000     6.829     69.849     -0.400
32.000     6.827     69.847     -0.400
32.000     6.825     69.846     -0.400
32.000     6.823     69.844     -0.400
32.000     6.821     69.843     -0.400
32.000     6.819     69.842     -0.400
32.000     6.817     69.840     -0.400
32.000     6.815     69.839     -0.400
32.000     6.813     69.837     -0.400
32.000     6.811     69.836     -0.400
32.000     6.809     69.835     -0.400
32.000     6.807     69.833     -0.400
32.000     6.805     69.832     -0.400
32.000     6.835     69.853     -0.400
32.000     6.837     69.854     -0.400
32.000     6.839     69.856     -0.400
32.000     6.841     69.857     -0.400
32.000     6.873     69.880     -0.400
32.000     6.871     69.878     -0.400
32.000     6.869     69.877     -0.400
32.000     6.867     69.875     -0.400
32.000     6.865     69.874     -0.400
32.000     6.863     69.873     -0.400
32.000     6.861     69.871     -0.400
32.000     6.803     69.830     -0.400
32.000     6.859     69.870     -0.400
32.000     6.855     69.867     -0.400
32.000     6.853     69.866     -0.400
32.000     6.851     69.864     -0.400
32.000     6.849     69.863     -0.400
32.000     6.847     69.861     -0.400
32.000     6.845     69.860     -0.400
32.000     6.843     69.859     -0.400
32.000     6.857     69.868     -0.400
32.000     6.723     69.773     -0.400
32.000     6.801     69.829     -0.400
32.000     6.797     69.826     -0.400
32.000     6.755     69.796     -0.400
32.000     6.753     69.794     -0.400
32.000     6.751     69.793     -0.400
32.000     6.749     69.791     -0.400
32.000     6.747     69.790     -0.400
32.000     6.745     69.789     -0.400
32.000     6.743     69.787     -0.400
32.000     6.741     69.786     -0.400
32.000     6.739     69.784     -0.400
32.000     6.737     69.783     -0.400
32.000     6.735     69.781     -0.400
32.000     6.733     69.780     -0.400
32.000     6.731     69.778     -0.400
32.000     6.729     69.777     -0.400
32.000     6.727     69.775     -0.400
32.000     6.757     69.797     -0.400
32.000     6.759     69.799     -0.400
32.000     6.761     69.800     -0.400
32.000     6.763     69.802     -0.400
32.000     6.795     69.825     -0.400
32.000     6.793     69.823     -0.400
32.000     6.791     69.822     -0.400
32.000     6.789     69.820     -0.400
32.000     6.787     69.819     -0.400
32.000     6.785     69.817     -0.400
32.000     6.783     69.816     -0.400
32.000     6.799     69.827     -0.400
32.000     6.781     69.815     -0.400
32.000     6.777     69.812     -0.400
32.000     6.775     69.810     -0.400
32.000     6.773     69.809     -0.400
32.000     6.771     69.807     -0.400
32.000     6.769     69.806     -0.400
32.000     6.767     69.804     -0.400
32.000     6.765     69.803     -0.400
32.000     6.779     69.813     -0.400
32.000     6.875     69.881     -0.400
32.000     6.567     69.656     -0.400
32.000     6.563     69.653     -0.400
32.000     6.365     69.495     -0.400
32.000     6.363     69.493     -0.400
32.000     6.361     69.492     -0.400
32.000     6.359     69.490     -0.400
32.000     6.357     69.488     -0.400
32.000     6.355     69.487     -0.400
32.000     6.353     69.485     -0.400
32.000     6.351     69.483     -0.400
32.000     6.349     69.482     -0.400
32.000     6.347     69.480     -0.400
32.000     6.345     69.478     -0.400
32.000     6.343     69.477     -0.400
32.000     6.341     69.475     -0.400
32.000     6.339     69.473     -0.400
32.000     6.337     69.472     -0.400
32.000     6.367     69.496     -0.400
32.000     6.369     69.498     -0.400
32.000     6.371     69.500     -0.400
32.000     6.373     69.501     -0.400
32.000     6.405     69.528     -0.400
32.000     6.403     69.526     -0.400
32.000     6.401     69.524     -0.400
32.000     6.399     69.523     -0.400
32.000     6.397     69.521     -0.400
32.000     6.395     69.519     -0.400
32.000     6.393     69.518     -0.400
32.000     6.335     69.470     -0.400
32.000     6.391     69.516     -0.400
32.000     6.387     69.513     -0.400
32.000     6.385     69.511     -0.400
32.000     6.383     69.510     -0.400
32.000     6.381     69.508     -0.400
32.000     6.379     69.506     -0.400
32.000     6.377     69.505     -0.400
32.000     6.375     69.503     -0.400
32.000     6.389     69.515     -0.400
32.000     6.407     69.529     -0.400
32.000     6.333     69.468     -0.400
32.000     6.329     69.465     -0.400
32.000     6.287     69.430     -0.400
32.000     6.285     69.428     -0.400
32.000     6.283     69.426     -0.400
32.000     6.281     69.425     -0.400
32.000     6.279     69.423     -0.400
32.000     6.277     69.421     -0.400
32.000     6.275     69.420     -0.400
32.000     6.273     69.418     -0.400
32.000     6.271     69.416     -0.400
32.000     6.269     69.414     -0.400
32.000     6.267     69.413     -0.400
32.000     6.265     69.411     -0.400
32.000     6.263     69.409     -0.400
32.000     6.261     69.408     -0.400
32.000     6.259     69.406     -0.400
32.000     6.289     69.431     -0.400
32.000     6.291     69.433     -0.400
32.000     6.293     69.435     -0.400
32.000     6.295     69.436     -0.400
32.000     6.327     69.463     -0.400
32.000     6.325     69.462     -0.400
32.000     6.323     69.460     -0.400
32.000     6.321     69.458     -0.400
32.000     6.319     69.457     -0.400
32.000     6.317     69.455     -0.400
32.000     6.315     69.453     -0.400
32.000     6.331     69.467     -0.400
32.000     6.313     69.452     -0.400
32.000     6.309     69.448     -0.400
32.000     6.307     69.447     -0.400
32.000     6.305     69.445     -0.400
32.000     6.303     69.443     -0.400
32.000     6.301     69.442     -0.400
32.000     6.299     69.440     -0.400
32.000     6.297     69.438     -0.400
32.000     6.311     69.450     -0.400
32.000     6.565     69.654     -0.400
32.000     6.409     69.531     -0.400
32.000     6.413     69.534     -0.400
32.000     6.521     69.620     -0.400
32.000     6.519     69.618     -0.400
32.000     6.517     69.617     -0.400
32.000     6.515     69.615     -0.400
32.000     6.513     69.614     -0.400
32.000     6.511     69.612     -0.400
32.000     6.509     69.611     -0.400
32.000     6.507     69.609     -0.400
32.000     6.505     69.607     -0.400
32.000     6.503     69.606     -0.400
32.000     6.501     69.604     -0.400
32.000     6.499     69.603     -0.400
32.000     6.497     69.601     -0.400
32.000     6.495     69.600     -0.400
32.000     6.493     69.598     -0.400
32.000     6.523     69.622     -0.400
32.000     6.525     69.623     -0.400
32.000     6.527     69.625     -0.400
32.000     6.529     69.626     -0.400
32.000     6.561     69.651     -0.400
32.000     6.559     69.650     -0.400
32.000     6.557     69.648     -0.400
32.000     6.555     69.646     -0.400
32.000     6.553     69.645     -0.400
32.000     6.551     69.643     -0.400
32.000     6.549     69.642     -0.400
32.000     6.491     69.596     -0.400
32.000     6.547     69.640     -0.400
32.000     6.543     69.637     -0.400
32.000     6.541     69.636     -0.400
32.000     6.539     69.634     -0.400
32.000     6.537     69.632     -0.400
32.000     6.535     69.631     -0.400
32.000     6.533     69.629     -0.400
32.000     6.531     69.628     -0.400
32.000     6.545     69.639     -0.400
32.000     6.411     69.532     -0.400
32.000     6.489     69.595     -0.400
32.000     6.485     69.592     -0.400
32.000     6.443     69.558     -0.400
32.000     6.441     69.557     -0.400
32.000     6.439     69.555     -0.400
32.000     6.437     69.553     -0.400
32.000     6.435     69.552     -0.400
32.000     6.433     69.550     -0.400
32.000     6.431     69.549     -0.400
32.000     6.429     69.547     -0.400
32.000     6.427     69.545     -0.400
32.000     6.425     69.544     -0.400
32.000     6.423     69.542     -0.400
32.000     6.421     69.541     -0.400
32.000     6.419     69.539     -0.400
32.000     6.417     69.537     -0.400
32.000     6.415     69.536     -0.400
32.000     6.445     69.560     -0.400
32.000     6.447     69.561     -0.400
32.000     6.449     69.563     -0.400
32.000     6.451     69.565     -0.400
32.000     6.483     69.590     -0.400
32.000     6.481     69.589     -0.400
32.000     6.479     69.587     -0.400
32.000     6.477     69.585     -0.400
32.000     6.475     69.584     -0.400
32.000     6.473     69.582     -0.400
32.000     6.471     69.581     -0.400
32.000     6.487     69.593     -0.400
32.000     6.469     69.579     -0.400
32.000     6.465     69.576     -0.400
32.000     6.463     69.574     -0.400
32.000     6.461     69.573     -0.400
