# c       Rg2
0.002000            196.931760
0.003000            167.027630
0.004000            164.596260
0.006000            161.982310
0.008000            166.525660
0.011000            156.642980
0.016000            141.773460
0.023000            124.985340
0.032000            85.277811
0.045000            44.330375
0.064000            33.096005
0.091000            30.043266
0.128000            31.495499
