# c       Rg2
0.002000            196.296770
0.003000            153.909810
0.004000            116.603900
0.006000            27.360282
0.008000            26.666351
0.011000            26.524001
0.016000            27.399606
0.023000            27.051831
0.032000            27.510676
0.045000            27.215897
0.064000            28.722316
0.091000            27.882060
0.128000            28.789121
