# c       Rg2
0.002000            196.808570
0.003000            165.319550
0.004000            161.674450
0.006000            154.416950
0.008000            153.841280
0.011000            129.558160
0.016000            49.606783
0.023000            30.490242
0.032000            29.107221
0.045000            27.919819
0.064000            28.375480
0.091000            28.506509
0.128000            29.730471
