# c       Rg2
0.002000            197.107130
0.003000            168.348330
0.004000            167.322380
0.006000            168.845590
0.008000            176.650130
0.011000            175.014720
0.016000            171.073410
0.023000            167.030680
0.032000            174.743970
0.045000            167.153410
0.064000            165.603020
0.091000            159.910930
0.128000            153.994180
