# c       Rg2
0.002000            197.069180
0.003000            168.223100
0.004000            166.892180
0.006000            167.750820
0.008000            175.010960
0.011000            171.812150
0.016000            167.796820
0.023000            162.926140
0.032000            164.492240
0.045000            155.993580
0.064000            151.673330
0.091000            140.975090
0.128000            124.601760
