# c       Rg2
0.002000            191.436810
0.003000            25.665193
0.004000            25.430989
0.006000            26.191485
0.008000            26.233165
0.011000            26.196039
0.016000            28.292292
0.023000            26.773651
0.032000            26.912131
0.045000            27.078036
0.064000            28.333109
0.091000            28.200362
0.128000            28.893221
