# c       Rg2
0.002000            194.926690
0.003000            28.282733
0.004000            25.982315
0.006000            26.128397
0.008000            26.165719
0.011000            26.408856
0.016000            28.250402
0.023000            26.955757
0.032000            26.696231
0.045000            26.961302
0.064000            28.700068
0.091000            27.952299
0.128000            30.596016
