-0 0 0 0 -nan -nan -nan 2052 3.06079 12.4055 3.03707 0.00149161 0.00440216 0.00391388
-0.01 -0.083445 0.00946726 0.00250419 8.3445 0.00203326 0.00101663 2052 3.12458 12.874 3.11095 0.0015227 0.00440216 0.00391388
-1 -222.493 50239.2 735.886 222.493 0.0542138 0.0271069 2052 62.2892 3934.36 54.4168 0.0303554 0.00440216 0.00391388
-2 -4581.91 2.10042e+07 10305.5 2290.96 0.558225 0.279112 2052 583.371 340484 162.173 0.284294 0.00440216 0.00391388
-3 -11347 1.28759e+08 5384.72 3782.33 0.92162 0.46081 2052 948.294 899298 36.6253 0.462132 0.00440216 0.00391388
-4 -16236 2.63609e+08 1325.53 4059 0.989036 0.494518 2052 1015.41 1.03107e+06 5.2206 0.494842 0.00440216 0.00391388
-6 -24617.9 6.0604e+08 953.416 4102.98 0.999751 0.499875 2052 1026.19 1.05306e+06 2.15294 0.50009 0.00440216 0.00391388
-8 -32828.9 1.07774e+09 456.049 4103.61 0.999905 0.499953 2052 1026.06 1.05281e+06 0.537447 0.500031 0.00440216 0.00391388
