-0 0 0 0 -nan -nan -nan 513 0.755545 1.31912 0.748277 0.0014728 0.00146675 0.00097847
-0.01 -0.0207701 0.00105475 0.000623349 2.07701 0.000506095 0.00101219 513 0.77843 1.38436 0.778407 0.00151741 0.00146675 0.00097847
-1 -58.476 3628.61 209.171 58.476 0.0142485 0.0284971 513 16.3754 283.686 15.5311 0.0319209 0.00146675 0.00097847
-2 -1998.29 3.99974e+06 6559.4 999.147 0.243457 0.486914 513 254.316 64780.6 104.012 0.495742 0.00146675 0.00097847
-3 -5921.35 3.50709e+07 8534.94 1973.78 0.480941 0.961883 513 494.678 244766 58.9667 0.964285 0.00146675 0.00097847
-4 -8183.24 6.6979e+07 13564.2 2045.81 0.498492 0.996984 513 511.625 261813 52.9359 0.997319 0.00146675 0.00097847
-6 -12284.9 1.50953e+08 33795.2 2047.48 0.498899 0.997799 513 511.874 262074 58.6715 0.997805 0.00146675 0.00097847
-8 -16385 2.6852e+08 52569.9 2048.12 0.499055 0.998109 513 512.03 262226 51.3364 0.99811 0.00146675 0.00097847
